rooms,garages,useful_area,latitude,longitude,value,interior_quality
3.0,2.0,133,-23.6262129,-46.6744411,1913550,1
3.0,3.0,240,-23.5686401,-46.6537097,2860140,3
2.0,3.0,240,-23.5597056,-46.647562,2824310,1
3.0,3.0,176,-23.5752208,-46.6486478,2134210,2
2.0,2.0,166,-23.6118306,-46.7059744,1103660,1
4.0,2.0,150,-23.5682867,-46.6562276,2033120,3
4.0,2.0,133,-23.5940481,-46.6077557,1087580,1
4.0,2.0,222,-23.537915,-46.6594635,2031240,3
4.0,4.0,172,-23.5910331,-46.6059133,1080700,2
2.0,1.0,115,-23.567607,-46.658593,1260510,3
3.0,1.0,86,-23.5846487,-46.6423911,609694,3
2.0,1.0,68,-23.6014367,-46.6433057,596333,3
4.0,3.0,192,-23.6068912,-46.6959343,2469430,1
4.0,3.0,205,-23.5770553,-46.6144406,1852670,1
3.0,2.0,192,-23.5998751,-46.6476606,1760450,2
4.0,4.0,380,-23.5364025,-46.6620216,4423320,3
2.0,3.0,125,-23.5943934,-46.6843771,1818050,3
4.0,4.0,300,-23.553258,-46.6884949,2923890,1
3.0,3.0,300,-23.6337172,-46.7319807,1798240,1
3.0,1.0,90,-23.6022818,-46.6629884,867933,3
4.0,2.0,140,-23.628965,-46.63287,1044030,1
3.0,3.0,182,-23.6300465,-46.7343039,1601100,2
4.0,3.0,295,-23.6390494,-46.7007211,3125970,1
3.0,2.0,100,-23.5351167,-46.6695588,870752,2
2.0,1.0,57,-23.5289137,-46.6645204,606501,2
3.0,1.0,110,-23.575255,-46.6461491,856617,3
2.0,2.0,249,-23.5673677,-46.6656366,3174210,3
2.0,1.0,89,-23.605518,-46.6304165,795469,1
3.0,1.0,140,-23.5808069,-46.6827207,1507120,2
3.0,1.0,67,-23.6421976,-46.6623375,379334,1
4.0,4.0,280,-23.5524198,-46.6625256,3259290,2
3.0,3.0,185,-23.6060907,-46.7013914,1593660,1
3.0,2.0,107,-23.5919974,-46.625469,1275140,1
1.0,1.0,54,-23.5851858,-46.6741552,701284,2
3.0,1.0,90,-23.6033508,-46.6709296,825011,2
2.0,1.0,85,-23.6306556,-46.6920879,707959,2
3.0,1.0,145,-23.5660587,-46.6465065,1197160,1
4.0,4.0,630,-23.6220046,-46.7351747,2920310,1
3.0,4.0,209,-23.6347054,-46.7146293,2074450,2
3.0,3.0,340,-23.6009611,-46.6383135,3367360,3
2.0,1.0,70,-23.5968892,-46.6765335,1099650,2
2.0,1.0,90,-23.5690055,-46.6564142,987095,2
4.0,7.0,401,-23.5359526,-46.6839921,4288630,1
2.0,1.0,82,-23.5796088,-46.6243618,520654,2
2.0,1.0,70,-23.6018556,-46.6747152,644163,2
3.0,2.0,105,-23.5249979,-46.7309089,989706,3
4.0,4.0,249,-23.5211274,-46.7103302,2087750,1
1.0,1.0,42,-23.5627656,-46.6852847,437366,3
3.0,3.0,174,-23.6270918,-46.668926,1447160,1
2.0,1.0,50,-23.56083,-46.6418921,622210,1
2.0,1.0,77,-23.6115242,-46.6585976,916946,3
3.0,3.0,200,-23.6267474,-46.6472515,1406640,1
4.0,3.0,151,-23.5499846,-46.6916289,1895970,3
3.0,2.0,121,-23.56335,-46.6033431,814832,2
3.0,2.0,100,-23.5636237,-46.642321,850325,2
4.0,4.0,177,-23.575329,-46.6324292,2180180,2
4.0,6.0,315,-23.6293779,-46.7234471,2519230,3
2.0,2.0,155,-23.5376571,-46.6776577,1325610,1
2.0,1.0,145,-23.5847463,-46.6437367,1380840,2
3.0,2.0,155,-23.5606971,-46.6695455,1860720,3
3.0,2.0,80,-23.6104915,-46.7348167,573559,3
3.0,2.0,132,-23.5396252,-46.6700455,1227770,1
3.0,2.0,116,-23.5652892,-46.6630318,1936180,3
3.0,2.0,86,-23.5824371,-46.6487452,836692,3
1.0,1.0,41,-23.6176841,-46.6338422,397243,3
3.0,2.0,110,-23.5585516,-46.6567204,1683210,3
3.0,3.0,257,-23.5560378,-46.5685201,1885920,1
3.0,2.0,121,-23.5993404,-46.6687962,1275460,1
2.0,2.0,107,-23.6336041,-46.7141935,1160110,3
2.0,1.0,85,-23.5827413,-46.6298136,719265,3
3.0,4.0,250,-23.5511295,-46.718818,2902750,3
4.0,4.0,190,-23.6112779,-46.7051818,1355980,1
2.0,1.0,77,-23.6088716,-46.6583813,1008500,2
2.0,1.0,55,-23.5966187,-46.5995602,494168,3
3.0,2.0,93,-23.5352452,-46.575463,654871,2
2.0,1.0,67,-23.6440701,-46.6391167,427436,3
3.0,2.0,134,-23.5450623,-46.6946516,1317630,2
3.0,1.0,115,-23.5638777,-46.6446541,1134580,1
2.0,1.0,55,-23.6322975,-46.6374059,295134,3
1.0,1.0,41,-23.578944,-46.6527337,387587,1
4.0,4.0,192,-23.597422,-46.6713391,4273900,1
3.0,2.0,107,-23.5232852,-46.6827043,1319360,3
3.0,2.0,99,-23.6243617,-46.6861919,1223020,1
4.0,3.0,332,-23.5675083,-46.6230417,3885470,2
2.0,2.0,64,-23.5371125,-46.5733426,450664,1
4.0,3.0,195,-23.5714377,-46.6623503,1985550,2
1.0,1.0,30,-23.6319951,-46.7079264,292690,2
3.0,2.0,214,-23.5627488,-46.646831,1901260,1
1.0,1.0,52,-23.6151197,-46.6856933,680798,2
4.0,5.0,457,-23.6277802,-46.7306912,2734390,2
3.0,2.0,165,-23.6074418,-46.664583,2893600,1
3.0,1.0,168,-23.5387022,-46.6576939,1638350,2
3.0,3.0,148,-23.5947371,-46.6781421,1785320,1
2.0,1.0,65,-23.5608129,-46.6057828,481403,3
3.0,1.0,123,-23.5711158,-46.6600089,1225000,1
3.0,4.0,158,-23.5824371,-46.6487452,1537180,3
3.0,1.0,200,-23.5464682,-46.6587666,1938510,2
3.0,2.0,109,-23.6414619,-46.6714944,794318,2
2.0,1.0,100,-23.5222396,-46.7061448,514385,3
4.0,5.0,380,-23.5575181,-46.6925485,4129520,3
2.0,1.0,103,-23.5379582,-46.6778947,710697,3
3.0,3.0,230,-23.5353011,-46.6862288,2348170,1
3.0,3.0,155,-23.5652892,-46.6630318,2587140,2
3.0,2.0,96,-23.520047,-46.6660187,982649,2
3.0,1.0,103,-23.5647835,-46.6865997,864322,3
2.0,2.0,70,-23.5860275,-46.6763059,873504,2
4.0,3.0,194,-23.5904457,-46.6225315,1812410,1
4.0,4.0,247,-23.532383,-46.7161309,2979490,2
4.0,5.0,200,-23.593054,-46.671044,3408300,3
4.0,2.0,220,-23.5484028,-46.6569026,2465400,1
2.0,1.0,98,-23.5695484,-46.6384741,829271,2
3.0,4.0,229,-23.5672411,-46.5821214,1350050,3
2.0,1.0,46,-23.555836,-46.648829,689127,1
3.0,1.0,113,-23.5641247,-46.6702225,1422020,1
3.0,2.0,93,-23.609169,-46.6307021,682660,2
4.0,4.0,250,-23.6366667,-46.73,1516020,3
1.0,1.0,50,-23.5896476,-46.6321252,293684,1
3.0,2.0,139,-23.5705234,-46.6585388,1177700,1
3.0,2.0,110,-23.4942604,-46.6271208,741365,2
4.0,4.0,260,-23.6044742,-46.6565875,2861020,1
3.0,1.0,171,-23.535107,-46.656272,1424930,3
2.0,2.0,104,-23.5672912,-46.6553734,1892150,3
3.0,1.0,95,-23.5629703,-46.6611665,1207750,1
3.0,1.0,80,-23.6026259,-46.6440309,673410,3
4.0,4.0,220,-23.606578,-46.7085045,1402650,1
3.0,3.0,141,-23.5533607,-46.5706023,992869,1
4.0,4.0,240,-23.6108389,-46.6930073,3286340,2
3.0,1.0,167,-23.5646032,-46.6510684,1729790,3
2.0,1.0,87,-23.5539353,-46.6467917,463872,3
4.0,2.0,196,-23.5715991,-46.6345459,1706220,2
3.0,2.0,104,-23.6194625,-46.7315866,916310,1
3.0,2.0,112,-23.5486933,-46.6932468,961771,3
2.0,2.0,130,-23.587699,-46.674154,2173050,1
3.0,2.0,91,-23.6247745,-46.7341403,467735,1
4.0,3.0,195,-23.6292479,-46.731285,1152900,1
4.0,4.0,364,-23.5263635,-46.7073981,2149540,1
4.0,4.0,300,-23.5989687,-46.6646096,3708890,2
2.0,1.0,50,-23.6265677,-46.6339294,496015,3
3.0,3.0,143,-23.5743243,-46.6478063,2089260,2
4.0,3.0,128,-23.581891,-46.6446862,1822300,3
1.0,1.0,70,-23.6126052,-46.7032966,425661,3
2.0,1.0,109,-23.5733426,-46.6455614,1749990,3
2.0,2.0,94,-23.6098603,-46.6563144,1733640,3
3.0,2.0,125,-23.6102311,-46.6415377,1112940,1
4.0,3.0,183,-23.6019753,-46.6643955,2296770,1
3.0,1.0,140,-23.536051,-46.6584116,1568890,2
3.0,1.0,110,-23.5755604,-46.6342546,930814,1
2.0,1.0,70,-23.6008946,-46.6398326,614343,3
4.0,4.0,400,-23.636288,-46.7141,3558950,2
4.0,3.0,360,-23.6074491,-46.6567274,3603270,3
4.0,2.0,141,-23.5874952,-46.6444353,1423140,2
4.0,4.0,430,-23.6053027,-46.7083063,2947550,2
3.0,2.0,93,-23.5936522,-46.6742681,1346210,2
2.0,1.0,126,-23.5437746,-46.6570159,1412000,2
4.0,3.0,187,-23.5731293,-46.6352695,1774390,1
2.0,1.0,66,-23.5650107,-46.6839202,630695,3
3.0,1.0,68,-23.6039298,-46.6405699,486796,3
1.0,1.0,47,-23.6041301,-46.6945577,672315,1
3.0,3.0,185,-23.578909,-46.589879,1309920,2
1.0,1.0,52,-23.6040751,-46.6588264,584458,3
4.0,5.0,346,-23.6243742,-46.6741954,4643780,3
3.0,1.0,110,-23.5619607,-46.6778061,1372310,2
2.0,1.0,80,-23.6277292,-46.7362754,582758,1
2.0,3.0,162,-23.5676706,-46.6355122,2080350,2
4.0,2.0,247,-23.57235,-46.6609537,3015690,3
3.0,2.0,73,-23.5324877,-46.5794634,519001,3
3.0,3.0,160,-23.5867635,-46.7184418,1609840,1
4.0,3.0,230,-23.5864142,-46.6838048,3220590,1
3.0,4.0,200,-23.5406634,-46.7182035,2760400,1
2.0,1.0,82,-23.5964178,-46.6019912,539478,1
4.0,4.0,253,-23.6156856,-46.6728167,2276220,2
3.0,3.0,160,-23.62301,-46.726182,1006330,2
3.0,3.0,303,-23.5398459,-46.7163266,2418880,3
3.0,1.0,76,-23.6114844,-46.7340657,382698,2
2.0,1.0,84,-23.6468452,-46.6658137,463619,2
2.0,2.0,90,-23.5297283,-46.700558,530568,2
3.0,3.0,207,-23.6089443,-46.659653,2389120,3
3.0,2.0,78,-23.5352452,-46.575463,549247,3
3.0,2.0,186,-23.5266731,-46.7064627,1096510,3
4.0,3.0,170,-23.594913,-46.6198108,1708810,3
3.0,2.0,180,-23.5698937,-46.6581082,2148350,1
2.0,2.0,74,-23.6011079,-46.7161175,908507,3
4.0,2.0,99,-23.5249979,-46.7309089,933151,1
4.0,4.0,300,-23.5377707,-46.6598756,3720750,3
2.0,2.0,59,-23.6084106,-46.7255532,415036,3
4.0,4.0,281,-23.5511029,-46.6921581,3671300,2
2.0,1.0,77,-23.5616292,-46.6783322,817243,1
3.0,2.0,110,-23.6164617,-46.6311556,859030,3
3.0,2.0,260,-23.6255519,-46.6240069,1987880,2
3.0,1.0,105,-23.582456,-46.6737594,990926,1
4.0,2.0,180,-23.6324966,-46.6903156,1463390,2
2.0,1.0,158,-23.5584244,-46.6734216,1296800,3
4.0,1.0,179,-23.5682324,-46.6623241,1998740,3
2.0,1.0,68,-23.6280179,-46.6652826,748929,1
3.0,1.0,197,-23.5578723,-46.6615168,2890010,2
3.0,3.0,216,-23.5330429,-46.6656714,2333760,1
4.0,3.0,200,-23.5566169,-46.6931859,2494120,1
3.0,1.0,270,-23.5458618,-46.6540741,2569970,3
2.0,1.0,86,-23.55279,-46.655567,568118,3
3.0,2.0,138,-23.5648447,-46.6500073,1429410,3
4.0,5.0,245,-23.6182419,-46.7330523,1436650,2
4.0,4.0,262,-23.6209808,-46.6855781,2989620,3
4.0,3.0,260,-23.5530989,-46.7007106,3350160,2
3.0,1.0,80,-23.6028679,-46.6676253,892320,2
4.0,4.0,230,-23.5728835,-46.6598917,2974550,3
3.0,1.0,170,-23.5640691,-46.6535635,2102470,1
2.0,2.0,104,-23.4974714,-46.6376135,826105,3
2.0,1.0,96,-23.5413485,-46.6884464,943523,2
1.0,1.0,40,-23.5637322,-46.6981719,376338,3
3.0,2.0,115,-23.6376034,-46.7368275,619060,3
4.0,3.0,320,-23.6423523,-46.6704199,1875720,1
3.0,1.0,104,-23.5746628,-46.6486199,965970,3
4.0,2.0,130,-23.5328452,-46.5701656,1102290,1
4.0,3.0,180,-23.6167161,-46.6731199,1476180,1
4.0,4.0,223,-23.6132675,-46.7396467,1631540,3
3.0,3.0,240,-23.5704635,-46.6259472,2056260,1
4.0,2.0,130,-23.6272396,-46.739024,1549370,2
3.0,1.0,105,-23.5739513,-46.6053806,1006000,3
2.0,1.0,79,-23.5334749,-46.6812804,645505,3
3.0,2.0,175,-23.6117297,-46.6812441,1613550,1
3.0,1.0,125,-23.5342636,-46.6725001,883487,1
2.0,1.0,70,-23.6036444,-46.6651142,764202,1
4.0,4.0,226,-23.6364718,-46.7276921,2259200,2
3.0,5.0,334,-23.6200706,-46.7372778,2396140,3
2.0,1.0,60,-23.5632011,-46.630854,587905,1
2.0,1.0,68,-23.6175753,-46.5965765,332720,1
2.0,2.0,72,-23.6290772,-46.7340202,514170,2
3.0,2.0,96,-23.6048939,-46.6739128,1127650,2
4.0,2.0,139,-23.5585093,-46.6555847,2073960,2
2.0,2.0,121,-23.5582806,-46.6923384,1418350,2
2.0,1.0,68,-23.5749755,-46.6460648,686986,2
2.0,1.0,85,-23.5565046,-46.6556639,771019,1
4.0,4.0,126,-23.543455,-46.686039,1572210,1
2.0,2.0,92,-23.6007003,-46.6687354,933760,2
3.0,2.0,128,-23.6236526,-46.7360369,718824,1
3.0,2.0,88,-23.5259145,-46.6896604,845422,1
4.0,4.0,350,-23.5097595,-46.6507406,2595440,3
3.0,3.0,155,-23.5869864,-46.7177788,1418220,2
5.0,6.0,480,-23.6185335,-46.7340986,2794290,1
3.0,1.0,135,-23.6076271,-46.6537376,1324680,1
3.0,2.0,120,-23.5554303,-46.6755447,1188040,2
2.0,1.0,65,-23.567137,-46.6959428,572423,3
3.0,2.0,130,-23.5429662,-46.6828417,1282200,1
2.0,1.0,89,-23.6071898,-46.6239228,555744,2
2.0,1.0,65,-23.628024,-46.6357061,472367,1
4.0,3.0,270,-23.5628491,-46.6472638,2379100,1
2.0,1.0,110,-23.5381339,-46.6602624,1232700,2
2.0,1.0,84,-23.5001478,-46.631162,458049,1
3.0,1.0,150,-23.5792936,-46.67324,2100390,1
3.0,3.0,230,-23.533578,-46.7157179,2297250,3
2.0,1.0,65,-23.6260845,-46.632008,573658,2
1.0,1.0,43,-23.5540928,-46.6501995,603858,3
3.0,4.0,207,-23.6049194,-46.7013241,2688170,1
1.0,1.0,51,-23.6125945,-46.6786691,550217,3
4.0,2.0,97,-23.606105,-46.616972,831836,2
3.0,2.0,73,-23.567322,-46.5841072,614747,2
3.0,4.0,320,-23.577105,-46.648782,4221200,1
2.0,1.0,60,-23.6143711,-46.6893436,672544,2
4.0,2.0,194,-23.5812472,-46.6722485,2279140,2
2.0,2.0,150,-23.6282931,-46.7306458,1119570,1
1.0,1.0,70,-23.6355461,-46.6646865,553220,2
3.0,2.0,101,-23.61445,-46.620775,786708,3
4.0,3.0,162,-23.5020739,-46.6350033,1333410,3
3.0,4.0,390,-23.5917528,-46.7183519,3924720,2
4.0,4.0,260,-23.6278581,-46.7394295,2272240,2
4.0,3.0,210,-23.6117601,-46.732601,1264890,1
4.0,1.0,140,-23.5800008,-46.6720992,1722970,2
3.0,1.0,85,-23.5352452,-46.575463,500913,2
2.0,2.0,98,-23.5421384,-46.6874911,1051810,1
2.0,1.0,73,-23.5853969,-46.6419187,656332,2
3.0,1.0,273,-23.5652258,-46.6569719,2754570,1
3.0,1.0,86,-23.6361373,-46.7390978,1024970,2
1.0,1.0,57,-23.5634015,-46.5864877,290721,1
3.0,1.0,130,-23.581738,-46.6871457,2351170,1
4.0,3.0,170,-23.6257059,-46.7341645,726718,3
3.0,3.0,121,-23.5298209,-46.6862798,1334820,1
3.0,2.0,79,-23.5510825,-46.6473438,1203290,1
1.0,1.0,92,-23.5633842,-46.6851977,972389,3
2.0,1.0,70,-23.5988447,-46.6812503,675106,1
3.0,3.0,269,-23.5943294,-46.6883168,4498530,1
2.0,2.0,66,-23.62361,-46.7362575,419282,3
4.0,3.0,460,-23.542156,-46.6609084,4244240,3
3.0,2.0,221,-23.5617883,-46.6674717,2780940,2
3.0,3.0,230,-23.5742911,-46.6343153,2411370,3
2.0,1.0,83,-23.5606801,-46.6842763,779380,3
3.0,1.0,75,-23.62834,-46.6453368,560882,3
4.0,2.0,105,-23.6127481,-46.6636784,1305340,3
3.0,1.0,104,-23.5514161,-46.6477864,816547,2
1.0,2.0,57,-23.6250884,-46.732218,409322,1
3.0,3.0,270,-23.6069113,-46.6298549,2004680,3
4.0,5.0,250,-23.6105108,-46.6600016,3742500,1
4.0,2.0,176,-23.5297561,-46.6832,1647570,1
3.0,1.0,96,-23.5843807,-46.6467362,836175,3
4.0,4.0,301,-23.5472965,-46.5696659,2384490,2
3.0,3.0,162,-23.4926676,-46.6941298,886812,1
3.0,2.0,83,-23.5894395,-46.7195943,871906,1
4.0,4.0,290,-23.5911488,-46.719962,3058720,2
3.0,3.0,130,-23.6080363,-46.7021718,1065510,1
4.0,2.0,205,-23.5979785,-46.7164256,1006220,2
2.0,3.0,256,-23.5538683,-46.6863422,3411340,1
3.0,3.0,126,-23.53278,-46.705321,1182060,2
3.0,1.0,170,-23.4954797,-46.6261365,1133480,1
4.0,5.0,238,-23.5761086,-46.6462769,3434650,1
2.0,1.0,75,-23.6212264,-46.6945567,617804,3
4.0,2.0,240,-23.5800008,-46.6720992,2953660,1
3.0,1.0,95,-23.6277332,-46.7363769,531241,1
3.0,2.0,100,-23.581498,-46.6783123,1018330,3
4.0,4.0,183,-23.6265506,-46.685373,2478900,1
4.0,2.0,146,-23.5836864,-46.6031649,1523690,1
3.0,2.0,75,-23.5693844,-46.6340343,838236,2
2.0,1.0,80,-23.5452914,-46.6930531,973654,1
3.0,2.0,182,-23.5662518,-46.6266243,1302140,1
3.0,2.0,100,-23.5606234,-46.6966773,1203380,2
3.0,1.0,180,-23.5634523,-46.6617864,2105070,1
3.0,1.0,119,-23.5382645,-46.6592311,1333560,2
3.0,4.0,236,-23.6051004,-46.7061243,1542710,1
3.0,1.0,63,-23.6408494,-46.6638568,526369,1
2.0,2.0,72,-23.555836,-46.648829,1078630,3
2.0,2.0,85,-23.5472486,-46.6858482,698317,1
2.0,1.0,130,-23.5417155,-46.656041,1301380,1
2.0,1.0,55,-23.6008923,-46.6420483,418656,1
3.0,1.0,82,-23.6019803,-46.6668445,922386,1
3.0,2.0,112,-23.535233,-46.6785537,849491,3
3.0,4.0,250,-23.5367809,-46.6797935,2635530,2
2.0,1.0,62,-23.607686,-46.621005,413392,3
2.0,1.0,84,-23.5712467,-46.6536013,723804,2
3.0,1.0,122,-23.5367582,-46.6611635,1165440,3
4.0,4.0,335,-23.5767089,-46.602818,2900190,3
2.0,1.0,61,-23.5406704,-46.6496362,499754,2
3.0,1.0,162,-23.5574724,-46.6630993,1684950,3
4.0,5.0,190,-23.6013317,-46.6585593,3271760,2
2.0,1.0,78,-23.6089472,-46.6648879,666635,2
2.0,1.0,87,-23.6090801,-46.6656751,1059000,3
2.0,1.0,90,-23.5618603,-46.6745388,905756,1
4.0,2.0,100,-23.501634,-46.6374186,965865,1
2.0,1.0,60,-23.560957,-46.642558,435895,1
3.0,2.0,165,-23.5613446,-46.6618573,2103690,1
4.0,4.0,250,-23.578254,-46.58954,1883220,2
2.0,1.0,64,-23.602144,-46.6349231,474838,3
2.0,1.0,59,-23.5453384,-46.6522894,656028,2
2.0,2.0,240,-23.5446589,-46.656978,2689530,2
3.0,1.0,126,-23.5383651,-46.6614965,1412000,3
2.0,1.0,110,-23.578359,-46.641775,1266280,1
3.0,1.0,107,-23.5672719,-46.6610361,1379500,2
3.0,3.0,133,-23.534712,-46.680923,1614410,1
2.0,1.0,60,-23.6140174,-46.6310829,487397,3
2.0,1.0,98,-23.584678,-46.6788853,1104200,2
2.0,1.0,60,-23.5668085,-46.6908422,811620,2
4.0,4.0,200,-23.6294212,-46.732437,1388780,3
3.0,2.0,255,-23.5630487,-46.6594335,2937540,3
1.0,1.0,50,-23.6257774,-46.6937115,389770,3
3.0,3.0,218,-23.5870563,-46.6357437,1734920,1
2.0,1.0,48,-23.5708726,-46.6617387,745164,2
3.0,2.0,77,-23.534725,-46.658792,952577,3
2.0,1.0,58,-23.63904,-46.735637,371633,2
4.0,2.0,220,-23.5676973,-46.6584557,2479180,3
2.0,1.0,57,-23.5367858,-46.6783199,718018,2
3.0,1.0,154,-23.5523668,-46.6608148,1725780,1
1.0,1.0,37,-23.5656279,-46.6532238,623908,1
3.0,2.0,117,-23.5385089,-46.6869555,1018860,3
3.0,3.0,250,-23.6133103,-46.7374391,1486750,3
4.0,2.0,145,-23.533634,-46.680168,1692060,3
4.0,3.0,228,-23.598504,-46.6630343,2881950,1
2.0,1.0,107,-23.571589,-46.6481378,1040440,3
3.0,1.0,113,-23.5482715,-46.6605882,1202760,3
3.0,2.0,96,-23.5307307,-46.7279866,945928,2
3.0,2.0,130,-23.532085,-46.6675012,1079370,1
4.0,4.0,250,-23.6340748,-46.7330906,1653760,3
4.0,3.0,187,-23.5960112,-46.64136,1999090,2
1.0,1.0,60,-23.5541042,-46.6753615,495964,3
2.0,1.0,66,-23.5643786,-46.6857622,717027,3
4.0,3.0,350,-23.5430191,-46.6583658,3519070,1
3.0,1.0,180,-23.5415783,-46.6567631,1468570,2
3.0,1.0,84,-23.6219368,-46.6949275,730161,3
3.0,1.0,100,-23.5973021,-46.6377584,877633,1
2.0,1.0,79,-23.6134577,-46.6792943,825421,3
4.0,3.0,540,-23.5867627,-46.6067821,2690650,1
3.0,3.0,163,-23.553197,-46.6755822,2126060,2
1.0,1.0,40,-23.5530791,-46.6908872,460711,1
2.0,2.0,69,-23.6027516,-46.6311038,842995,3
3.0,1.0,78,-23.53146,-46.72862,780959,1
1.0,1.0,38,-23.5733426,-46.6455614,610088,3
4.0,3.0,136,-23.5324799,-46.6824215,1591350,3
4.0,3.0,176,-23.6124637,-46.6259168,1262120,2
2.0,1.0,85,-23.6027554,-46.6608226,859639,3
2.0,1.0,47,-23.538134,-46.652174,547362,3
3.0,2.0,164,-23.6235231,-46.6867483,1520370,3
3.0,2.0,220,-23.606603,-46.623249,1253160,3
3.0,2.0,118,-23.6293756,-46.7313213,560555,3
3.0,2.0,106,-23.5929368,-46.6242516,1172700,2
3.0,3.0,264,-23.5484865,-46.661128,2720440,2
2.0,1.0,80,-23.5446973,-46.6509107,700836,1
2.0,2.0,55,-23.611011,-46.6873701,706102,1
4.0,3.0,180,-23.5304074,-46.7000424,1552480,3
3.0,2.0,112,-23.6330007,-46.6668773,895755,1
4.0,3.0,262,-23.5883866,-46.6705385,4358500,2
3.0,3.0,172,-23.538179,-46.682138,2082940,2
2.0,2.0,76,-23.628904,-46.6369916,776514,1
3.0,2.0,240,-23.5798806,-46.6925292,3665820,1
2.0,2.0,59,-23.5956402,-46.6070415,452937,2
2.0,1.0,57,-23.6281922,-46.637266,586806,2
3.0,2.0,89,-23.5300182,-46.7252102,874016,3
4.0,6.0,455,-23.6156856,-46.6728167,4093590,3
5.0,5.0,300,-23.552054,-46.71984,4029100,3
4.0,5.0,361,-23.5939106,-46.6319771,4296750,3
3.0,2.0,160,-23.6168474,-46.7315987,844809,2
2.0,1.0,61,-23.6171711,-46.6412951,435532,2
4.0,2.0,200,-23.5425448,-46.6638153,2036680,1
3.0,1.0,68,-23.5843377,-46.7286258,460443,3
4.0,4.0,171,-23.522393,-46.731471,2000490,1
2.0,1.0,63,-23.5898158,-46.6271878,542596,2
4.0,4.0,339,-23.6069837,-46.7074659,2411040,1
4.0,3.0,200,-23.6118798,-46.6577756,2282370,1
3.0,1.0,100,-23.5366046,-46.6749564,877997,2
1.0,1.0,79,-23.6070132,-46.6553993,1122510,2
3.0,2.0,84,-23.6085117,-46.6298817,831025,2
4.0,1.0,110,-23.5399761,-46.6614329,1070330,1
2.0,1.0,72,-23.5675804,-46.6469312,918485,1
4.0,2.0,205,-23.5903811,-46.6708869,2616380,2
2.0,2.0,75,-23.6007005,-46.6443836,553017,2
3.0,6.0,380,-23.5419154,-46.6398994,3926460,1
4.0,4.0,154,-23.6016756,-46.7255005,1476390,2
3.0,2.0,160,-23.5408977,-46.6519375,1430350,2
2.0,1.0,55,-23.5569809,-46.5802109,463166,2
3.0,2.0,98,-23.634279,-46.731188,701731,1
3.0,1.0,68,-23.5930592,-46.6226847,610947,3
4.0,4.0,280,-23.5435749,-46.6616651,3492300,3
4.0,4.0,380,-23.5373267,-46.6659253,3360270,2
3.0,1.0,92,-23.5636884,-46.6297206,919775,3
3.0,2.0,120,-23.5713184,-46.6349529,832444,1
2.0,1.0,58,-23.607013,-46.620626,500461,2
4.0,4.0,210,-23.6075572,-46.6651383,2249280,3
2.0,1.0,80,-23.6171304,-46.6322872,551807,1
3.0,1.0,100,-23.6044337,-46.6196786,694716,1
4.0,3.0,243,-23.5718076,-46.6343733,2056250,3
4.0,3.0,201,-23.586767,-46.6806014,3483960,3
3.0,2.0,240,-23.6210799,-46.674054,2575910,3
2.0,2.0,56,-23.5529335,-46.6978659,789029,2
3.0,1.0,118,-23.5823104,-46.6796789,1310100,1
4.0,6.0,500,-23.6329898,-46.7246207,4358360,1
4.0,4.0,261,-23.5517439,-46.6981558,3176550,3
3.0,1.0,100,-23.5670655,-46.6443988,827556,3
3.0,1.0,65,-23.5941419,-46.64864,549819,3
3.0,2.0,180,-23.5883301,-46.6366341,1644520,2
3.0,2.0,100,-23.5426279,-46.6537098,1246640,3
2.0,1.0,53,-23.538881,-46.70366,375808,3
3.0,2.0,104,-23.6057795,-46.6298714,1069980,1
3.0,1.0,162,-23.564021,-46.6649522,2376560,1
4.0,3.0,154,-23.532111,-46.6842235,1493090,3
4.0,3.0,126,-23.5303757,-46.6824011,1536430,3
2.0,1.0,65,-23.6407364,-46.6408595,491038,2
1.0,1.0,36,-23.5446341,-46.6504135,538204,2
4.0,4.0,272,-23.492596,-46.63905,2014300,3
3.0,1.0,81,-23.4926676,-46.6941298,443406,3
2.0,1.0,55,-23.6075672,-46.6004919,269112,1
2.0,1.0,59,-23.5999206,-46.6384992,648100,3
2.0,1.0,48,-23.5212233,-46.7299256,496613,1
3.0,2.0,84,-23.581666,-46.6347642,1038230,2
2.0,2.0,84,-23.5550981,-46.6519371,1069970,1
3.0,4.0,356,-23.54586,-46.7168856,4108770,3
3.0,2.0,100,-23.6275905,-46.6892835,749747,1
2.0,1.0,70,-23.6028718,-46.6396197,727980,1
3.0,1.0,100,-23.5859497,-46.7199379,665755,3
3.0,1.0,63,-23.626816,-46.604983,308255,1
3.0,1.0,87,-23.6003303,-46.6674755,791895,1
4.0,1.0,175,-23.5693794,-46.6895724,1623520,3
4.0,4.0,139,-23.6149415,-46.6118915,993263,1
4.0,2.0,120,-23.6150378,-46.6721487,1262480,3
2.0,1.0,75,-23.5679705,-46.6595896,768417,3
2.0,1.0,60,-23.5327593,-46.6665062,485252,3
4.0,3.0,180,-23.6002235,-46.6609359,2575860,2
2.0,1.0,105,-23.6020243,-46.6633157,786077,1
4.0,2.0,140,-23.5249979,-46.7309089,1319610,3
3.0,1.0,187,-23.5435819,-46.6621116,1113490,2
1.0,1.0,50,-23.5526844,-46.6556162,453541,2
4.0,4.0,215,-23.5927086,-46.6668779,3663920,3
2.0,1.0,56,-23.5986114,-46.6186848,428669,2
